光学字符识别	OCR
费金	Fagin
费雷尔	Ferrer
费雷拉	Ferreira
费马	Fermat
贺拉斯	Horace
贺礼	handsel
贻贝	mussel
贼似的	thievish
贼鸥	skua
贾妮丝	Janice
贾尔斯	Giles
贾尼斯	Janis
贾德	Judd
贾德森	Judson
贾文	Jarvin
贾斯汀	justin
贾斯汀	Justine
贾斯特罗	Jastrow
贾科莫	Giacomo
贾维斯	jarvis
贾里德	jared
贿赂	sop
贿赂	bribe
贿赂行为	bribery
贿赂陪审团	embracery
赃款	boodle
赃物	swag
资产	asset
资产阶级	bourgeois
资产阶级化	bourgeoisify
资助	subvention
资助方	funder
资助的	funded
资历	seniority
资本	capital
资本主义	capitalism
资本主义的	capitalistic
资本化	capitalized
资本化	capitalizes
资本化器	capitalizer
资本家	capitalist
资本重组	recapitalise
资本重组	recapitalize
资格	eligibility
资格	qualification
资源	resource
资源	resourrces
资生堂	shiseido
资金	fund
资金	bankroll
资金不足	underfunded
资金不足	undercapitalise
赋予	endow
赋予了优雅	graced
赋予优雅中	gracing
赋予权利	entitle
赋予权利中	entitling
赋予灵魂	ensoul
赋予的	endowed
赋权	empowerment
赋权的	empowering
赋格曲	fugue
赋格的	fugal
赋能	capacitate
赌博	gamble
赌博	betting
赌台管理员	croupier
赌场	casino
赌场	cassino
赌客	punter
赌徒	bettor
赌徒	gambler
赌注	ante
赌注	bets
赌注登记人	bookie
赌过	gambled
赌金全赢制	sweepstakes
赌金计算器	parimutuel
赎回	redeem
赎罪	atone
赎罪	expiate
赎罪的	piacular
赎罪的	expiatory
赎金	ransom
赏金	bounty
赏金	bounties
赐予	vouchsafe
赐福	beatify
赔偿	amends
赔偿	idemnify
赔偿金	damages
赔偿金	indemnity
赖兴贝格	Reichenberg
赖利	Reilly
赖氨酸	lys
赖氨酸	lysine
赖账者	welsher
赖账者	deadbeat
赘生物	excrescence
赘生的	excrescent
赚	earn
赚取	earning
赚得	earns
赚得	earned
赚钱的	lucrative
赚钱者	earner
赛克斯	Sykes
赛博朋克	cyberpunk
赛博格	cyborg
赛宾	sabin
赛尼可	xenical
赛德尔	Seidel
赛扬	celeron
赛拉斯	Silas
赛洛西宾	psilocybin
赛球	raceball
赛琳	celine
赛璐珞	celluloid
赛舟会	regatta
赛贝斯	sybase
赛跑	racing
赛车	racer
赛车场	motordrome
赛车手	racers
赛车运动	motorsport
赛道	racetrack
赛门铁克	symantec
赛马	racehorse
赞	Zan
赞助	auspices
赞助	patronage
赞助人	patron
赞助商	sponsor
赞助平台	patreon
赞助的	sponsored
赞助的	sponsorial
赞博	zambo
赞成	aye
赞成票	yeas
赞成票	ayes
赞扬	praise
赞扬	plaudit
赞扬中	praising
赞扬中	commending
赞扬了	praised
赞扬地	praisingly
赞扬的	laudatory
赞扬的	commendatory
赞扬者	praiser
赞歌	paean
赞比亚	Zambia
赞瑟斯	Xanthus
赞美	laud
赞美	extol
赞美的	praiseful
赞美者	complimenter
赞美诗	hymn
赞美诗	chorale
赞美诗作者	hymnist
赞美诗学	hymnody
赞美诗学	hymnology
赞美诗集	hymnal
赞美诗集	hymnbook
赞西佩	xanthippe
赞誉	kudos
赞许地	approvingly
赠品	freebies
赠品	giveaway
赠礼宴	potlatch
赡养费	alimony
赢	win
赢家	winner
赢得	won
赣	gan
赤字	deficit
赤脚	unshod
赤脚	barefoot
赤脚的	discalced
赤裸	nakedness
赤裸地	nakedly
赤裸的	naked
赤褐色	auburn
赤褐色	russet
赤褐色的	russety
赤贫	beggarliness
赤道	equator
赤道的	equatorial
赤铁矿	hematite
赤铜矿	cuprite
赤霞珠	cabernet
赦免	assoil
赦免	absolve
赦罪者	pardoner
赫伯特	Herbert
赫佐格	Hertzog
赫克	herc
赫克斯特布尔	Huxtable
赫克曼	Heckman
赫兹	hertz
赫利奥波利斯	Heliopolis
赫利孔	helicon
赫卡忒	Hecate
赫基默	Herkimer
赫尔利	hurley
赫尔加	Helga
赫尔墨斯	Hermes
赫尔曼	Herman
赫尔曼	Hellman
赫尔穆特	Helmut
赫尔维茨	Hurwitz
赫尔辛基	Helsinki
赫布里底群岛	Hebrides
赫希	Hirsch
赫库芭	Hecuba
赫德	Hurd
赫拉	Hera
赫拉克利特	Heraclitus
赫拉克勒斯	Hercules
赫斯特	Hurst
赫斯特	Hester
赫本	Hepburn
赫柏	Hebe
赫梯人	hittite
赫歇尔	Hershel
赫歇尔	Herschel
赫灵顿	Herrington
赫特福德郡	hertfordshire
赫罗斯加	Hrothgar
赫胥黎	Huxley
赫莫萨	Hermosa
赫蒂	Hetty
赫蒂	Hettie
赫西	Hersey
赫达	Hedda
赫迪夫	khedive
赫里福德	Hereford
赫鲁晓夫	Khrushchev
赭石	ocher
赭石	reddle
赭色	ochre
赭色	umber
走	walk
走吧	let's go
走廊	hallway
走廊	corridor
走开	begone
走开	walkaway
走私	bootleg
走私	smuggle
走私品	bootlegs
走私的	smuggled
走私的	bootlegged
走私者	smuggler
走私者	bootlegger
走过	walked
走运	lucked
走道	walkway
走钢丝	ropedancing
走钢丝者	ropewalker
赵	Chao
赶出	roust
赶往	hie
起义	uprising
起义	insurgence
起亚	KIA
起因	causer
起床号	reveille
起搏器	pacemaker
起泡	foaming
起泡	sudsing
起泡剂	vesicant
起泡器	bubbler
起泡地	frothily
起泡的	fizzy
起泡的	bubbly
起涟漪	rippling
起涟漪的	rippled
起源	origin
起源	genesis
起电盘	electrophorus
起皱	goffer
起皱	crimple
起皱的	crinkly
起皱的	puckered
起绒草	teasel
起老茧的	calloused
起草	drafting
起草人	drafter
起草的	drafted
起落架	undercarriage
起诉	sue
起诉	prosecute
起诉书	indictment
起诉者	suiters
起酥油	shortening
起重机	crane
起重机	hoister
起重机使用费	cranage
起锚	aweigh
起锚的	atrip
起雾	misted
起雾	misting
起飞	takeoff
超买	overbuy
超人	superman
超人地	superhumanly
超人的	superhuman
超传真	ultrafax
超再生	superregenerative
超凡的	otherworldly
超出	outstep
超国家的	supranational
超声波	ultrasound
超声的	ultrasonic
超大	oversize
超大杯	Pro Max
超大规模集成电路	VLSI
超大陆	supercontinent
超子	hyperon
超导体	superconductor
超导性	superconductivity
超小型	supermini
超小型化	subminiaturization
超市	supermarket
超常	supernormal
超微	AMD
超微	amd
超微计	ultramicrometer
超心理学	parapsychology
超感官	extrasensory
超我	superego
超支	overspend
超敏感	supersensitive
超文本	hypertext
超文本传输协议	http
超文本传输协议	Hypertext Transfer Protocol
超文本标记语言	HTML
超文本标记语言	HyperText Markup Language
超文本预处理器	Hypertext Preprocessor
超新星	supernova
超时	timeout
超时尚的	ultrafashionable
超有机体	superorganism
超标准	overproof
超模	supermodel
超灵	oversoul
超然	otherworldliness
超现代的	ultramodern
超现实主义	surrealism
超现实主义者	surrealist
超现实的	surreal
超现实的	surrealistic
超级VGA	supervga
超级公路	superhighway
超级列表	superlist
超级卖家	powerseller
超级大国	superpower
超级明星	superstar
超级油轮	supertanker
超级用户	sudo
超级用户	superuser
超级的	super
超级系统	HyperOS
超级组合	supergroup
超级编辑	UltraEdit
超级街区	superblock
超级计算机	supercomputer
超级贵宾	SVIP
超级黄页	SuperPages
超自然	supernatural
超自然的	fey
超自然的	unearthly
超越	outdo
超越	beyond
超越的	surpassed
超越的	surpassing
超越者	overtaker
超越行军	outmarch
超距	ultram
超载	overload
超载	overladen
超过	over
超过	outrun
超过速度	outpace
超速	speeding
超速	overdrive
超速离心机	ultracentrifuge
超速者	speeder
超重	overweigh
超重	overweight
超链接	hyperlink
超限	transfinite
超集	superset
超音速	supersonic
超音速学	supersonics
超额完成	overfulfil
超额完成	overfulfilment
超额认购	oversubscribe
超额认购	oversubscription
超额雇工	featherbedding
超验的	transcendental
超高清	UHD
超高频	UHF
超龄	overage
越位	offside
越南	Vietnam
越南的	Viet
越南的	Vietnamese
越橘	bilberry
越橘	huckleberry
越洋	transoceanic
越过	o'er
趋势	trend
趋势	tendency
趋流性	rheotaxis
趣闻	titbit
趣闻	tidbits
足交	footjob
足够	enough
足够	suffice
足够地	adequately
足够地	sufficiently
足够性	adequacy
足够性	adequacies
足够的	sufficient
足尖	pointe
足底	plantar
足形	pediform
足智多谋	resourceful
足智多谋	resourcefulness
足状的	pedate
足球	footy
足球	soccer
足球员	footballer
足疗	pedicure
足病医生	podiatrist
足病医生	chiropodist
足病学	podiatry
足病学	chiropody
足迹	spoor
足迹	footmark
趾行	digitigrade
跋涉	trek
跋涉	trudge
跋涉中	trudging
跋涉了	trudged
跋涉者	trudger
跌倒	tumble
跌倒的	tumbled
跑	ran
跑	run
跑出	runout
跑分软件	geekbench
跑步	running
跑步机	treadmill
跑步者	runner
跑赢	outfoot
跑车	roadster
跑道	runway
跖骨	metatarsus
跖骨	metatarsal
跗骨	tarsus
跗骨的	tarsal
跛子	cripple
跛的	lame
跛行	limp
跛行	lameness
距毛	fetlock
距离	distance
距骨	talus
跟屁虫	tagalong
跟班	heeler
跟踪	stalked
跟踪	stalking
跟随	folo
跟随	follow
跟随了	followed
跟骨的	calcaneal
跨	trans
跨二极管	transdiode
跨国	multinational
跨国	transnational
跨坐	astride
跨坐	straddle
跨大西洋的	transatlantic
跨太平洋	transpacific
跨学科	interdisciplinary
跨导	transconductance
跨度	span
跨性别	transgender
跨性别者	tranny
跨性别者	transexual
跨文化	intercultural
跨极地	transpolar
跨栏者	hurdler
跨洋的	interoceanic
跨洲	transcontinental
跨界	CrossOver
跨界	crossovers
跨种族	interracial
跨越	bestrid
跨越	spanned
跨阻	transistance
跨阻	transimpedance
跨音速	transonic
跨骑	bestride
跨骑	bestrode
跪	knelt
跪下	kneel
跪垫	kneeler
跪垫	hassock
跪拜	orz
跪着	kneeling
路	rd
路人	roader
路人	passerby
路基	roadbed
路径	path
路径名	pathname
路径查找器	Path Finder
路德	Luther
路德宗化	Lutheranize
路德宗化者	Lutheranizer
路德宗的	Lutheran
路德维希	Ludwig
路易	Louis
路易丝	Louise
路易威登	LV
路易威登	Louis Vuitton
路易斯	Luis
路易斯安那	Louisiana
路易斯安那人	Louisianan
路易斯毒气	lewisite
路易斯维尔	Louisville
路易莎	Louisa
路标	signpost
路标	guidepost
路由	routing
路由器	router
路由系统	RouterOS
路线	route
路线图	roadmap
路缘	kerb
路缘石	kerbstone
路缘石	curbstone
路虎	landrover
路西法	Lucifer
路边	wayside
路边	roadside
路透	reuter
路透的	reuter's
路透社	Reuters
路障	roadblock
路障	barricade
路霸	highwayman
路霸	highwaymen
路面	pavement
路面坑洞	chuckhole
跳	hop
跳	jump
跳了	jumped
跳伞者	parachutist
跳伞长	jumpmaster
跳动	throb
跳动了	throbbed
跳动的	throbbing
跳华尔兹	waltzed
跳华尔兹	waltzing
跳弹	ricochet
跳房子	hopscotch
跳板	gangplank
跳板	springboard
跳棋	halma
跳棋	checkers
跳背	leapfrogging
跳背游戏	leapfrog
跳舞	dancing
跳舞了	danced
跳蚤	flea
跳跃	leap
跳跃	caper
跳跃中	leaping
跳跃了	leapt
跳跃了	leaped
跳跃的	bounding
跳跃的	saltatorial
跳跃者	jumer
跳转	jmp
跳转	GOTO
跳过	skip
跳过	skipped
跳鼠	jerboa
践踏	trample
践踏者	trampler
跷跷板	seesaw
跺脚	stomp
踌躇	falter
踌躇了	faltered
踌躇的	faltering
踏	stepped
踏	stepping
踏板	pedal
踏板	treads
踏索	footrope
踝骨	anklebone
踢	kick
踢了	kicked
踢出	punted
踢球	punt
踢着	kicking
踢者	kicker
踢脚板	baseboard
踢落地球	dropkick
踩踏	trod
踩踏	tread
踩踏中	treading
踩踏过	tramped
踪迹	traces
踮脚	tiptoe
蹂躏	ravaging
蹄	hoof
蹄	hooves
蹄兔	hyrax
蹄声	clop
蹄声	hoofbeat
蹄病	hoove
蹄的	ungular
蹄铁匠	farrier
蹄铁匠	horseshoer
蹄铁术	farriery
蹑行	pussyfoot
蹒跚	totter
蹒跚	hobble
蹒跚病	staggers
蹒跚的	hobbled
蹒跚的	tottery
蹦跳	lollop
蹩脚地	lamely
蹩脚诗人	poetaster
蹭	mooch
蹭客	moocher
蹲下	hunker
蹲下	crouch
蹲伏	hunkering
蹲伏	crouching
蹲坐	squat
蹲坐	squatting
蹲着的	crouched
躄鱼	frogfish
身份	ID
身份	identity
身份不明的	unidentified
身份证	ID Card
身体	body
身体	bodies
身体上	physically
身体性	physicalness
身体的	bodily
身体的	somatic
身心	psychosomatic
身无分文的	penniless
身高	stature
躯体	soma
躯干	torso
躯干的	truncal
躲猫猫	bopeep
躲藏	hiding
躲避	dodge
躲避	shies
躲避中	dodging
躲避球	dodgeball
躲避者	dodger
躺	lie
躺	lain
躺卧	recumbency
躺椅	chaise
躺椅	lounger
躺着的	recumbent
车削屑	turnings
车前草	plantain
车匠	Wainwright
车厢	carriage
车场主任	yardmaster
车夫	jehu
车夫	carter
车工	turner
车工工艺	turnery
车床	lathe
车库	garage
车库	carbarn
车手	wheelman
车把	handlebar
车棚	carport
车生活	CarLife
车生活+	CarLife+
车皮	carload
车站	station
车联	HiCar
车行道	roadway
车费	carfare
车身	bodywork
车轮匠	wheelwright
车轴	axle
车载系统	CarPlay
车辆	vehicle
车辆的	vehicular
车辙	rut
车道	lane
车道	driveway
车间	workshop
车队	motorcade
车阵	laager
轧棉工	ginner
轨迹	loci
轨迹	locus
轨迹球	trackball
轨道	orbit
轨道	track
轨道器	orbiter
轨道地	orbitally
轨道的	orbital
轨道车	railcar
轩尼诗	Hennessy
轩尼诗	Hennessey
轫致辐射	bremsstrahlung
转	turn
转世	reincarnate
转世	transmigrate
转介	referral
转位	transposition
转动	cranked
转动	wheeling
转化	transformation
转化的	transformational
转化酶	invertase
转变	shift
转变	convert
转变中	shifting
转变中	transforming
转向	gybe
转向	veer
转向中	veering
转向了	veered
转向灯	trafficator
转售	resale
转售	resell
转售中	reselling
转售商	reseller
转喻	metonymy
转基因动物	transgenic animals
转子	rotor
转弯	turning
转录	transcribe
转录	transcription
转录中	transcribing
转录员	transcriber
转录本	transcript
转录本	transcriptions
转折	adversative
转折点	breakover
转换	conversion
转换中	converting
转换器	changer
转换器	converter
转环	swivel
转盘	turntable
转租	sublet
转租	underlet
转租人	subtenant
转租人	sublessor
转租承租人	sublessee
转移	divert
转移	transfer
转移中	transferring
转移注意	diverting
转移的	metastatic
转移的	diversionary
转移者	transferrer
转置	transpose
转让	attorn
转让中	deeding
转让人	assignor
转让人	transferor
转运	tranship
转运	transship
转运商	forwarder
转速	rev
转速计	tachometer
轭	yoke
轭式	zeugma
轮唱曲	roundelay
轮回	samsara
轮回	metempsychosis
轮奸	gangbang
轮子	wheel
轮廓	contour
轮廓	outlines
轮椅	wheelchair
轮毂盖	hubcap
轮生的	verticillate
轮盘赌	roulette
轮胎	tire
轮胎	tyre
轮船	steamship
轮藻	stonewort
轮虫	rotifer
轮询	epoll
轮转凹版	rotogravure
轮辋	rims
软下疳	chancroid
软件	software
软件即服务	SaaS
软件即服务	software as a service
软件开发工具包	Software Development Kit
软件生命周期	sdlc
软件自由保护协会	Software Freedom Conservancy
软体动物	mollusk
软体动物学	malacology
软体状	molluscoid
软俱乐部	softclub
软化	soften
软帽	bonnet
软心人	softy
软木	cork
软木	softwood
软木塞	corks
软木木	corkwood
软木板	pinboard
软木的	corky
软气枪	airsoft
软流圈	asthenosphere
软烂的	squashy
软玉	nephrite
软皮鞋	moc
软盘	floppy
软盘	diskette
软管	hose
软糖	fudge
软糖	gumdrop
软脑膜	piamater
软腭	velum
软腭音	velar
软骨	gristle
软骨	cartilage
软骨的	gristly
软骨的	cartilaginous
轰动	socko
轰动地	sensationally
轰动的	sensational
轰炸	bombing
轰炸	bambard
轰炸中	bombarding
轰炸事件	bombings
轰炸机	bomber
轰鸣的	plangent
轴	axis
轴	shaft
轴前的	preaxial
轴后的	postaxial
轴向	axial
轴向地	axially
轴承	bearing
轴杆	axletree
轴测法	axonompetry
轴突	axon
轴距	wheelbase
轶事	anecdote
轶事家	anecdotist
轻佻女	minx
轻佻女子	hussy
轻佻女子	quean
轻佻的	frivolous
轻便车	runabout
轻信	credulity
轻信	gullibility
轻信的	credulous
轻击	putt
轻击者	putter
轻子	lepton
轻弹	flick
轻弹了	flicked
轻微	slight
轻微	slightness
轻微地	slightly
轻快	brisk
轻快	briskness
轻快地	airily
轻快地	briskly
轻快帆船	caravel
轻快的	lightsome
轻快节奏	lilt
轻拍	pat
轻拍声	patters
轻推	nudge
轻描淡写	underplay
轻描淡写	understate
轻摇	jiggle
轻摇	joggle
轻敲	tap
轻敲者	tapper
轻木	balsa
轻木	lightwood
轻松	easiness
轻松	jauntiness
轻松地	jauntily
轻松地	relaxedly
轻松的	cushy
轻松的	jaunty
轻柔	softly
轻柔	featheriness
轻歌剧	operette
轻歌剧	operetta
轻浮	levity
轻浮	frivol
轻浮地	flightily
轻浮地	frivolously
轻浮女子	floozy
轻浮者	trifler
轻浮者	flibbertigibbet
轻点	dib
轻率	rashness
轻率	flippancy
轻率地	rashly
轻率地	unadvisedly
轻率的	flippant
轻率的	imprudent
轻盈	lightness
轻盔	armet
