安全	aq
野生动物	yudw
一石二鸟	yuen
一闪而逝	yueu
由上而下	yuex
一闪而过	yueg
衣食父母	yufm
以身犯险	yufx
有失公允	yugy
优势互补	yuhb
燕瘦环肥	yuhf
一时糊涂	yuht
游手好闲	yuhx
一生何求	yuhq
一时冲动	yuid
因势乘便	yuib
与世长辞	yuic
元神出窍	yuiq
严师出高徒	yuit
右上角	yuj
玉石俱焚	yujf
与时俱进	yujj
一手交钱	yujq
一手交货	yujh
与生俱来	yujl
因势利导	yuld
一身冷汗	yulh
玉树临风	yulf
优胜劣汰	yult
一声令下	yulx
一尸两命	yulm
鹰视狼顾	yulg
烟视媚行	yumx
有事没事	yumu
易守难攻	yung
饮食男女	yunn
已属难得	yund
有失偏颇	yupp
一生平安	yupa
饮食起居	yuqj
以示清白	yuqb
也是如此	yurc
夜深人静	yurj
由奢入俭难	yurn
议事日程	yuri
一时三刻	yusk
饮水思源	yusy
以身饲虎	yush
一视同仁	yutr
一手托天	yutt
以少胜多	yuud
以身试法	yuuf
遇神杀神	yuuu
一石数鸟	yuun
鱼水之欢	yuvh
养生之道	yuvd
由守转攻	yuvg
一身正气	yuvq
一时之间	yuvj
有生之年	yuvn
一手遮天	yuvt
由始至终	yuvv
衣食住行	yuvx
一事无成	yuwi
于事无补	yuwb
有恃无恐	yuwk
一时无两	yuwl
一时无二	yuwe
游山玩水	yuwu
与世无争	yuwv
以身殉国	yuxg
一时兴起	yuxq
以身殉职	yuxv
疑神疑鬼	yuyg
越少越好	yuyh
有史以来	yuyl
远胜于我	yuyw
益寿延年	yuyn
一生一世	yuyu
有始有终	yuyv
亦师亦友	yuyy
影视作品	yuzp
一失足成千古恨	yuzh
以身作则	yuzz
拥政爱民	yvam
一知半解	yvbj
与众不同	yvbt
一着不慎	yvbu
抑制不住	yvbv
意志薄弱	yvbr
一朝被蛇咬	yvby
邮政编码	yvbm
有志不在年高	yvbg
云中白鹤	yvbh
义正辞严	yvcy
眼中钉，肉中刺	yvdc
一专多能	yvdn
一枝独秀	yvdx
一展风采	yvfc
焉知非福	yvff
医者父母心	yvfx
衣着光鲜	yvgx
一纸公文	yvgw
远瞩高瞻	yvgv
有这回事	yvhu
一枕黄粱	yvhl
已臻化境	yvhj
宇宙洪荒	yvhh
言之成理	yvil
一针见血	yvjx
意志坚强	yvjq
腰椎间盘	yvjp
有章可循	yvkx
一纸空文	yvkw
一直没有	yvmy
仰之弥高	yvmg
寅支卯粮	yvml
掩住面孔	yvmk
一朝权在手	yvq
一掷千金	yvqj
愚者千虑，必有一得	yvqd
一柱擎天	yvqt
颐指气使	yvqu
愚者千虑	yvql
一朝权在手，便把令来行	yvqx
一只手	yvu
言之尚早	yvuz
言志抒怀	yvuh
意中人	yvr
演职人员	yvry
胭脂水粉	yvuf
运指如飞	yvrf
银装素裹	yvsg
一展所长	yvsi
硬着头皮	yvtp
一致同意	yvty
硬着头皮上	yvtu
以正视听	yvut
愿者上钩	yvug
眼睁睁	yvv
月中折桂	yvvg
有志者事竟成	yvvi
有志之士	yvvu
饮鸩止渴	yvvk
由衷之言	yvvy
言之无物	yvww
言者无心	yvwx
言者无心，听者有意	yvwy
言者无罪	yvwz
言者无罪，闻者足戒	yvwj
云遮雾罩	yvwv
一致性	yvx
语重心长	yvxi
由着性子	yvxz
一桩心事	yvxu
以壮行色	yvxs
云蒸霞蔚	yvxw
有助于	yvy
一至于斯	yvys
一周一次	yvyc
严阵以待	yvyd
一阵一阵	yvyv
用之于民	yvym
一张一弛	yvyi
一直以来	yvyl
有朝一日	yvyr
一招一式	yvyu
原汁原味	yvyw
一朝一夕	yvyx
越战越勇	yvyy
一眨眼功夫	yvyf
言之凿凿	yvzz
英文版	ywb
言无不尽	ywbj
有问必答	ywbd
一文不名	ywbm
一文不值	ywbv
一网打尽	ywdj
渔翁得利	ywdl
一望而知	ywev
言无二价	ywej
由外而内	ywen
一窝蜂	ywf
义无反顾	ywfg
与我何干	ywhg
以为憾事	ywhu
以武会友	ywhy
吆五喝六	ywhl
阎王好见	ywhj
一无长物	ywiw
义务教育	ywjy
咬文嚼字	ywjz
一无可取	ywkq
也未可知	ywkv
语无伦次	ywlc
云雾缭绕	ywlr
烟雾弥漫	ywmm
有完没完	ywmw
永无宁日	ywnr
夷为平地	ywpd
摇尾乞怜	ywql
一往情深	ywqu
愿闻其详	ywqx
仰卧起坐	ywqz
尤为如此	ywrc
一问三不知	yws
一无所得	ywsd
一无所获	ywsh
一无所成	ywsi
一无所求	ywsq
一无所失	ywsu
一无所知	ywsv
一无所有	ywsy
一无所能	ywsn
一无所惧	ywsj
一味退让	ywtr
一无是处	ywui
野外生存	ywuc
一碗水端平	ywup
用武之地	ywvd
永无止境	ywvj
勇往直前	ywvq
言外之意	ywvy
意外之喜	ywvx
与我无关	ywwg
一望无际	ywwj
一往无前	ywwq
一望无垠	ywwy
一物降一物	ywx
鹦鹉学舌	ywxu
永无休止	ywxv
偃武修文	ywxw
一五一十	ywyu
耀武扬威	ywyw
杳无音信	ywyx
一问一答	ywyd
幼吾幼以及人之幼	ywyy
一误再误	ywzw
英雄本色	yxbs
野心勃勃	yxbb
意想不到	yxbd
原形毕露	yxbl
于心不忍	yxbr
言行不一	yxby
英雄辈出	yxbi
忧喜参半	yxcb
贻笑大方	yxdf
有些东西	yxdx
有线电视	yxdu
遥想当年	yxdn
阴险毒辣	yxdl
一心二用	yxey
一笑而过	yxeg
鸭行鹅步	yxeb
以下犯上	yxfu
浴血奋战	yxfv
有限公司	yxgs
游戏规则	yxgz
有些话	yxh
于心何忍	yxhr
月下花前	yxhq
以血还血	yxhx
阴虚火旺	yxhw
遥相呼应	yxhy
烟熏火燎	yxhl
英雄好汉	yxhh
英雄豪杰	yxhj
一线城市	yxiu
忧心忡忡	yxii
英雄迟暮	yxim
言行举止	yxjv
以小见大	yxjd
英雄救美	yxjm
元凶巨恶	yxje
远香近臭	yxji
严刑峻法	yxjf
有隙可乘	yxki
用心良苦	yxlk
一系列的	yxld
月下老人	yxlr
意兴阑珊	yxlu
一笑了之	yxlv
一心两用	yxly
隐姓埋名	yxmm
英雄末路	yxml
英雄莫问出处	yxmi
英雄难过美人关	yxng
野性难驯	yxnx
异香扑鼻	yxpb
有效期	yxq
英雄气短	yxqd
一雪前耻	yxqi
一笑千金	yxqj
一泻千里	yxql
音信全无	yxqw
一厢情愿	yxqy
有些人	yxr
一向如此	yxrc
忧心如焚	yxrf
意下如何	yxrh
游戏人间	yxrj
饮血茹毛	yxrm
游戏人生	yxru
鱼香肉丝	yxrs
以小人之心	yxrx
要想人不知	yxrv
有心算无心	yxsx
英雄所见略同	yxst
异想天开	yxtk
一小时	yxu
游行示威	yxuw
因小失大	yxud
有些时候	yxuh
印象深刻	yxuk
疑心生暗鬼	yxug
有些事情	yxuq
因循守旧	yxuj
一息尚存	yxuc
一席之地	yxvd
一笑置之	yxvv
一夕之间	yxvj
一心只读圣贤书	yxvu
言下之意	yxvy
有心无力	yxwl
有些问题	yxwt
云消雾散	yxws
一线希望	yxxw
用心险恶	yxxe
英雄无用武之地	yxwd
异性相吸	yxxx
有血有肉	yxyr
烟消云散	yxys
越陷越深	yxyu
隐形眼镜	yxyj
言行一致	yxyv
一心一意	yxyy
又羞又恼	yxyn
有限责任	yxzr
有仙则名	yxzm
有限责任公司	yxzs
有心栽花花不开	yxzk
业余爱好	yyah
原原本本	yybb
营养不良	yybl
源源不断	yybd
一言不发	yybf
一言不合	yybh
一言蔽之	yybv
犹豫不决	yybj
依依不舍	yybu
语焉不详	yybx
一言半语	yyby
远远不够	yybg
阴翳蔽日	yybr
郁郁葱葱	yycc
有一点点	yydd
泱泱大国	yydg
以一敌百	yydb
以逸待劳	yydl
由易到难	yydn
一语道破	yydp
一衣带水	yydu
洋洋得意	yydy
愿意的话	yydh
应运而生	yyeu
一拥而入	yyer
一饮而尽	yyej
郁郁而终	yyev
一跃而下	yyex
一跃而起	yyeq
怏怏而回	yyeh
一月份	yyf
一夜风流	yyfl
淫雨霏霏	yyff
郁郁寡欢	yygh
阴阳怪气	yygq
艳阳高照	yygv
一一过问	yygw
一意孤行	yygx
蝇营狗苟	yygg
褕衣甘食	yygu
摇摇晃晃	yyhh
一夜回到解放前	yyhq
意欲何为	yyhw
用意何在	yyhz
依样画葫芦	yyhl
一氧化碳	yyht
妖言惑众	yyhv
以牙还牙	yyhy
欲语还休	yyhx
影影绰绰	yyi
一语成谶	yyii
运营成本	yyib
囿于成见	yyij
一夜成名	yyim
一跃成为	yyiw
有意见	yyj
油盐酱醋	yyjc
一言九鼎	yyjd
一言既出	yyji
一应俱全	yyjq
夜以继日	yyjr
样样精通	yyjt
因缘际会	yyjh
应有尽有	yyjy
营养价值	yyjv
也有可能	yykn
狺狺狂吠	yykf
源远流长	yyli
严以律己	yylj
庸庸碌碌	yyll
鱼跃龙门	yylm
余音缭绕	yylr
银样镴枪头	yylt
遥遥领先	yylx
有一利必有一弊	yylb
阴阳两隔	yylg
阴云密布	yymb
阴雨绵绵	yymm
余音袅袅	yynn
一语破的	yypd
一叶扁舟	yypv
隐约其辞	yyqc
玉液琼浆	yyqj
艳压群芳	yyqf
因缘巧合	yyqh
余音绕梁	yyrl
与有荣焉	yyry
意有所指	yysv
悠悠岁月	yysy
云游四方	yysf
冤有头，债有主	yytv
颐养天年	yytn
一语双关	yyug
有一说一	yyuy
熠熠生辉	yyuh
业余时间	yyuj
摇曳生姿	yyuz
一语中的	yyvd
养育之恩	yyve
有一阵子	yyvz
一夜之间	yyvj
一叶障目	yyvm
一叶知秋	yyvq
易与之辈	yyvb
芸芸众生	yyvu
营业执照	yyvv
有缘无分	yywf
引以为傲	yywa
一言为定	yywd
有一无二	yywe
引以为耻	yywi
意犹未尽	yywj
有勇无谋	yywm
遥遥无期	yywq
有眼无珠	yywv
有意无意	yywy
焉有完卵	yywl
冤冤相报	yyxb
优越性	yyx
遥遥相对	yyxd
欲扬先抑	yyxy
鱼与熊掌	yyxv
阴阳相隔	yyxg
愈演愈烈	yyyl
燕语莺啼	yyyt
有勇有谋	yyym
欲言又止	yyyv
奄奄一息	yyyx
隐隐约约	yyyy
有氧运动	yyyd
一月一次	yyyc
溢于言表	yyyb
言犹在耳	yyze
运用自如	yyzr
隐隐作痛	yyzt
有孕在身	yyzu
有言在先	yyzx
一字不差	yzbi
一字不漏	yzbl
睚眦必报	yzbb
意在笔先	yzbx
越俎代庖	yzdp
易子而食	yzeu
一醉方休	yzfx
远走高飞	yzgf
有则改之	yzgv
油嘴滑舌	yzhu
养尊处优	yziy
一字长蛇阵	yziv
纡尊降贵	yzjg
移樽就教	yzjj
意在沛公	yzpg
一再强调	yzqd
一字千金	yzqj
英姿飒爽	yzsu
远在天边	yztb
远在天边，近在眼前	yztq
远走他乡	yztx
与子同袍	yztp
以子之矛，攻子之盾	yzvd
有嘴无心	yzwx
有滋有味	yzyw
越走越远	yzyy
优哉游哉	yzyz
妍姿艳质	yzyv
越走越偏	yzyp
在线	zx
自己	zj
作品	zp
自然	zr
怎么	zm
怎样	zy
昨天	zt
走了	zl
暂且	zq
怎能	zn
咋不	zb
最快	zk
走不动了	zbdl
资不抵债	zbdv
自不待言	zbdy
坐不改姓	zbgx
足不出户	zbih
坐北朝南	zbin
赞不绝口	zbjk
自报家门	zbjm
罪不及家人	zbjr
总不可能	zbkn
最不可取	zbkq
做不了主	zblv
自不量力	zbll
脏不拉叽	zblj
最不容易	zbry
罪不容诛	zbrv
凿壁偷光	zbtg
资本市场	zbui
作壁上观	zbug
坐不住了	zbvl
咋不知道	zbvd
罪不致死	zbvs
资本主义	zbvy
自北向南	zbxn
左膀右臂	zbyb
在不在	zbz
自编自导	zbzd
自暴自弃	zbzq
咋不早说	zbzu
贼不走空	zbzk
杂草丛生	zccu
在此期间	zcqj
在此之前	zcvq
自惭形秽	zcxh
在此一举	zcyj
躁动不安	zdba
最毒不过妇人心	zdbx
罪大恶极	zdej
坐地分赃	zdfz
最毒妇人心	zdfx
走得更远	zdgy
自动化	zdh
最大程度	zdid
最大可能	zdkn
总的来说	zdlu
总的来看	zdlk
总的来讲	zdlj
最大努力	zdnl
左道旁门	zdpm
自得其乐	zdql
坐地起价	zdqj
坐等其成	zdqi
自动调频	zdtp
自动上屏	zdup
最大问题	zdwt
最大限度	zdxd
自定义	zdy
再等一会	zdyh
左等右等	zdyd
自导自演	zdzy
做大做强	zdzq
杂而不乱	zebl
作恶多端	zedd
坐而论道	zeld
罪恶滔天	zett
总而言之	zeyv
自废武功	zfwg
造福一方	zfyf
自负盈亏	zfyk
造福于民	zfym
子非鱼，安知鱼之乐	zfyl
作法自毙	zfzb
怎敢不低头	zgbt
自顾不暇	zgbx
自甘堕落	zgdl
自告奋勇	zgfy
再过几年	zgjn
再过几天	zgjt
最高境界	zgjj
再过两年	zgln
砸锅卖铁	zgmt
再顾倾人国	zgqg
增光添彩	zgtc
自古圣贤多寂寞	zgum
糟糕之极	zgvj
资格证书	zgvu
罪该万死	zgws
锃光瓦亮	zgwl
自古以来	zgyl
左顾右盼	zgyp
自古英雄出少年	zgyn
自顾自	zgz
自高自大	zgzd
载歌载舞	zgzw
纵横捭阖	zhbh
再好不过	zhbg
坐怀不乱	zhbl
最好的	zhd
作何打算	zhds
作何反应	zhfy
综合国力	zhgl
纵虎归山	zhgu
最后关头	zhgt
作何感想	zhgx
纵横驰骋	zhii
纵横交错	zhjc
作何解释	zhju
作何决定	zhjd
纵横江湖	zhjh
脏活累活	zhlh
造化弄人	zhnr
作何评价	zhpj
自毁前程	zhqi
走火入魔	zhrm
纵横四海	zhsh
增辉添彩	zhtc
最后通牒	zhtd
最后时刻	zhuk
贼喊捉贼	zhvz
作何准备	zhvb
作何选择	zhxz
最后一次	zhyc
最后一天	zhyt
最后一个	zhyg
最后一秒	zhym
最后一分钟	zhyv
最后一刻	zhyk
早婚早育	zhzy
子承父业	zify
藏传佛教	zifj
资产阶级	zijj
祖传秘方	zimf
祖传配方	zipf
走出去	ziq
坐吃山空	ziuk
早出晚归	ziwg
再创新高	zixg
子丑寅卯	ziym
自成一派	ziyp
自吹自擂	zizl
自己动手	zjdu
作奸犯科	zjfk
自掘坟墓	zjfm
坐井观天	zjgt
走街串巷	zjix
最近几年	zjjn
总经理	zjl
在劫难逃	zjnt
嘴尖皮厚	zjph
自即日起	zjrq
遵纪守法	zjuf
嘴尖舌快	zjuk
早就知道了	zjvl
自荐枕席	zjvx
总角之交	zjvj
总结性	zjx
宗教信仰	zjxy
再进一步	zjyb
罪加一等	zjyd
自给自足	zjzz
作茧自缚	zjzf
再接再厉	zjzl
自觉自愿	zjzy
自愧不如	zkbr
自愧弗如	zkfr
罪魁祸首	zkhu
坐困愁城	zkii
糟糠之妻	zkvq
左看右看	zkyk
坐看云起时	zkyu
再苦再累	zkzl
走开走开	zkzk
尊老爱幼	zlay
坐立不安	zlba
坐冷板凳	zlbd
走漏风声	zlfu
自力更生	zlgu
做了个梦	zlgm
字里行间	zlhj
自立门户	zlmh
坐立难安	zlna
总揽全局	zlqj
糟老头子	zltz
自乱阵脚	zlvj
杂乱无章	zlwv
杂乱无序	zlwx
再立新功	zlxg
坐落于	zly
再来一遍	zlyb
再来一次	zlyc
揍了一顿	zlyd
左邻右舍	zlyu
嘴里一套	zlyt
走来走去	zlzq
咋啦咋啦	zlzl
怎么不行	zmbx
自命不凡	zmbf
怎么得了	zmdl
自鸣得意	zmdy
择木而栖	zmeq
怎么搞的	zmgd
走马观花	zmgh
怎么回事	zmhu
走马换将	zmhj
自谋出路	zmil
走马看花	zmkh
怎么可能	zmkn
怎么可以	zmky
自命清高	zmqg
钻木取火	zmqh
怎么说呢	zmun
走马上任	zmur
贼眉鼠眼	zmuy
怎么样了	zmyl
琢磨琢磨	zmzm
自卖自夸	zmzk
坐没坐相	zmzx
做没做过	zmzg
怎么知道	zmvd
怎么这样	zmvy
走南闯北	znib
钻牛角尖	znjj
作鸟兽散	znus
罪孽深重	znuv
在那之后	znvh
自南向北	znxb
最难消受美人恩	znxe
做牛做马	znzm
自强不息	zqbx
暂且不论	zqbl
自求多福	zqdf
紫气东来	zqdl
走亲访友	zqfy
自取灭亡	zqmw
自欺欺人	zqqr
早去早回	zqzh
杂七杂八	zqzb
自轻自贱	zqzj
自强自立	zqzl
择日不如撞日	zrbr
自认倒霉	zrdm
自然而然	zrer
择人而噬	zreu
自然反应	zrfy
自然规律	zrgl
做人留一线	zrlx
赠人玫瑰	zrmg
载入史册	zruc
作如是观	zrug
责任心	zrx
自然灾害	zrzh
做人做事	zrzu
在所不辞	zsbc
在所不惜	zsbx
子孙后代	zshd
再三考虑	zskl
子孙满堂	zsmt
在所难免	zsnm
祖孙三代	zssd
子孙万代	zswd
左思右想	zsyx
自私自利	zszl
再三再四	zszs
自叹不如	ztbr
赞叹不已	ztby
自叹弗如	ztfr
自讨苦吃	ztki
自投罗网	ztlw
总体来说	ztlu
自讨没趣	ztmq
总体而言	ztey
总体上说	ztuu
总体说来	ztul
总体上讲	ztuj
在天之灵	ztvl
姿态万千	ztwq
走投无路	ztwl
嘴甜心苦	ztxk
自掏腰包	ztyb
在天有灵	ztyl
自弹自唱	ztzi
贼头贼脑	ztzn
作声不得	zubd
坐视不管	zubg
嘴上不饶人	zubr
自上而下	zuex
自食恶果	zueg
择善而从	zuec
再生父母	zufm
坐山观虎斗	zugd
早生华发	zuhf
左上角	zuj
昨是今非	zujf
醉生梦死	zums
自身难保	zunb
自食其果	zuqg
自食其力	zuql
自食其言	zuqy
综上所述	zusu
再衰三竭	zusj
兹事体大	zutd
自视甚高	zuug
尊师重道	zuvd
尊师重教	zuvj
自始至终	zuvv
资深望重	zuwv
在水一方	zuyf
坐收渔利	zuyl
再说一遍	zuyb
再说一次	zuyc
自说自话	zuzh
自生自灭	zuzm
早睡早起	zuzq
阻止不了	zvbl
锱铢必较	zvbj
早知道	zvd
足智多谋	zvdm
择主而事	zveu
在这方面	zvfm
载舟覆舟	zvfv
再铸辉煌	zvhh
再正常不过	zvig
早知今日，何必当初	zvji
早知今日	zvjr
字斟句酌	zvjv
自找苦吃	zvki
自制力	zvl
自找麻烦	zvmf
最终目的	zvmd
最终目标	zvmb
自找没趣	zvmq
字正腔圆	zvqy
早知如此	zvrc
资治通鉴	zvtj
自知之明	zvvm
在这之前	zvvq
左支右绌	zvyi
自斟自饮	zvzy
自我安慰	zwaw
坐卧不安	zwba
坐卧不宁	zwbn
自我表现	zwbx
自我保护	zwbh
自我感觉	zwgj
自我感觉良好	zwgh
自我介绍	zwju
责无旁贷	zwpd
自我批评	zwpp
足慰平生	zwpu
自我陶醉	zwtz
走为上策	zwuc
走为上计	zwuj
醉翁之意不在酒	zwvj
醉翁之意	zwvy
座无虚席	zwxx
自我牺牲	zwxu
自我意识	zwyu
左问右问	zwyw
作威作福	zwzf
自问自答	zwzd
贼心不死	zxbs
自相残杀	zxcu
尊姓大名	zxdm
自寻短见	zxdj
宰相肚里能撑船	zxdi
自下而上	zxeu
自寻烦恼	zxfn
暂行规定	zxgd
自学成才	zxic
走乡串户	zxih
罪行累累	zxll
自相矛盾	zxmd
自信满满	zxmm
走下坡路	zxpl
走下去	zxq
再续前缘	zxqy
坐享其成	zxqi
自行其是	zxqu
自寻死路	zxsl
早些时候	zxuh
作息时间	zxuj
子虚乌有	zxwy
再下一城	zxyi
仔细一看	zxyk
走一步看一步	zybb
怎样才能	zycn
坐以待毙	zydb
早有耳闻	zyew
自远而近	zyej
左右逢源	zyfy
自由放任	zyfr
自有分寸	zyfc
自有公论	zygl
造谣惑众	zyhv
左右互搏	zyhb
左右互击	zyhj
尊严尽丧	zyjs
自由竞争	zyjv
左右开弓	zykg
最有可能	zykn
左右两难	zyln
择优录取	zylq
择优录用	zyly
龇牙咧嘴	zylz
自由落体	zylt
再也没有	zymy
自圆其说	zyqu
坐言起行	zyqx
增益其所不能	zyqn
足音跫然	zyqr
自由散漫	zysm
做一天和尚撞一天钟	zytv
择优汰劣	zytl
左右手	zyu
造谣生事	zyuu
子曰诗云	zyuy
造谣中伤	zyvu
自由职业	zyvy
自以为	zyw
自以为得计	zywj
左右为难	zywn
自以为是	zywu
恣意妄为	zyww
嘴硬心软	zyxr
左拥右抱	zyyb
罪有应得	zyyd
总有一天	zyyt
总有一些	zyyx
早有预谋	zyym
左摇右晃	zyyh
子欲养而亲不在	zyyz
自娱自乐	zyzl
自言自语	zyzy
自由自在	zyzz
祖祖辈辈	zzbb
孜孜不倦	zzbj
自在不成人	zzbr
自作聪明	zzcm
自作多情	zzdq
啧啧称奇	zziq
走自己的路	zzjl
字字句句	zzjj
走走看看	zzkk
罪责难逃	zznt
自作孽不可活	zznh
仄仄平平	zzpp
子子孙孙	zzss
走走停停	zztt
祖宗十八代	zzud
自作主张	zzvv
字字珠玑	zzvj
字字箴言	zzvy
孜孜追求	zzvq
自尊心	zzx
栽赃陷害	zzxh
做贼心虚	zzxx
自在逍遥	zzxy
孜孜以求	zzyq
自作自受	zzzu
自尊自爱	zzza
阿拉斯加	alsj
奥古斯塔	agst
安那波利斯	anbs
奥尔巴尼	aebn
奥林匹亚	alpy
北卡罗来纳	bkln
北达科他	bdkt
宾夕法尼亚	bxfy
巴吞鲁日	btlr
得克萨斯	dkss
俄克拉何马	eklm
俄克拉何马城	ekli
佛罗里达	flld
弗吉尼亚	fjny
菲尼克斯	fnks
哈特福德	htfd
哈里斯堡	hlsb
查尔斯顿	iesd
加利福尼亚	jlfy
科罗拉多	klld
康涅狄格	kndg
路易斯安那	lysn
马萨诸塞	msvs
明尼苏达	mnsd
内布拉斯加	nblj
南卡罗来纳	nkln
南达科他	ndkt
纳什维尔	nuwe
普罗维登斯	plws
萨克拉门托	sklt
斯普林菲尔德	spld
威斯康星	wskx
新罕布什尔	xhbe
西弗吉尼亚	xfjy
亚拉巴马	ylbm
亚利桑那	ylsn
伊利诺伊	ylny
印第安纳	ydan
亚特兰大	ytld
印第安纳波利斯	ydas
编织	bmv
杯子	bwz
彩蛋	cdd
大于	day
反思	fjs
过渡	god
诡计	gvj
好吗	hcm
何时	heu
宏碁	hsq
华为	hxw
精英	jky
检察	jmi
捷径	jpj
喟叹	kvt
毛衣	mcy
哪边	nab
哪次	nac
哪点	nad
哪儿	nae
哪个	nag
哪里	nal
哪天	nat
哪种	nav
哪位	naw
哪些	nax
哪样	nay
权势	qru
时间	uij
水平	uvp
席位	xiw
下级	xxj
巡抚	xyf
把守	bau
把戏	bax
报仇	bci
宝剑	bcj
保鲜	bcx
拜年	bdn
摆脱	bdt
编程	bmi
辩解	bmj
便签	bmq
表哥	bng
博学	box
波音	boy
憋屈	bpq
补全	buq
北部	bwb
猜忌	cdj
伺候	cih
餐馆	cjg
残局	cjj
惨死	cjs
撺掇	crd
存管	cyg
搭车	dai
打架	daj
打理	dal
倒逼	dcb
导出	dci
倒是	dcu
呆板	ddb
代购	ddg
带回	ddh
代驾	ddj
得志	dev
得以	dey
登记	dgj
登陆	dgl
当众	dhv
地痞	dip
低效	dix
淡季	djj
胆子	djz
顶住	dkv
跌价	dpj
断点	drd
动机	dsj
独唱	dui
独自	duz
对账	dvv
儿媳	erx
发货	fah
发型	fax
发炎	fay
分割	ffg
粉红	ffh
分界	ffj
奋力	ffl
分神	ffu
奉献	fgx
访客	fhk
防守	fhu
防伪	fhw
反腐	fjf
反查	fji
凡人	fjr
反之	fjv
抚慰	fuw
费时	fwu
飞舞	fww
搞鬼	gcg
高超	gci
搞清	gcq
高速	gcs
高效	gcx
鸽子	gez
钢笔	ghb
纲要	ghy
光纤	glx
国民	gom
国企	goq
裹挟	gox
聒噪	goz
惯例	grl
关头	grt
官网	grw
公会	gsh
共计	gsj
功名	gsm
攻破	gsp
共用	gsy
公子	gsz
古文	guw
桂花	gvh
龟速	gvs
浩瀚	hch
豪绅	hcu
何妨	hef
何尝	hei
汉奸	hjj
皇权	hlq
火势	hou
活着	hov
换了	hrl
换手	hru
回报	hvb
徽章	hvv
话费	hxf
滑雪	hxx
后腿	hzt
后市	hzu
插画	iah
查出	iai
超卖	icm
撤诉	ies
车展	iev
城堡	igb
诚实	igu
诚信	igx
尝到	ihd
场子	ihz
迟了	iil
创伤	ilu
传导	ird
冲高	isg
重组	isz
橱柜	iug
初衷	iuv
出于	iuy
春节	iyj
踌躇	izi
浆糊	jlh
奖金	jlj
剑鞘	jmq
监听	jmt
浇灌	jng
叫唤	jnh
接口	jpk
解围	jpw
纠葛	jqg
军师	jyu
客服	kef
堪称	kji
快了	kkl
空缺	ksq
亏钱	kvq
跨过	kxg
扣缴	kzj
扣税	kzu
老实	lcu
理发	lif
理工	lig
零星	lkx
连同	lmt
列支	lpv
榴莲	lql
乱象	lrx
聋子	lsz
履行	lvx
毛线	mcx
卖点	mdd
迈过	mdg
迈出	mdi
卖家	mdj
卖票	mdp
迈入	mdr
卖主	mdv
懵逼	mgb
蜜蜂	mif
秘籍	mij
满族	mjz
命名	mkm
明知	mkv
明晰	mkx
免礼	mml
免谈	mmt
末位	mow
木板	mub
每期	mwq
没人	mwr
美食	mwu
年级	nmj
碾碎	nms
奴隶	nul
内侧	nwc
内里	nwl
牌照	pdv
派息	pdx
盘升	pju
瓶颈	pkj
漂移	pny
颇费	pof
破例	pol
岂不	qib
清静	qkj
青涩	qks
情谊	qky
枪毙	qlb
墙纸	qlv
潜力	qml
嵌套	qmt
瞧瞧	qnq
权力	qrl
全套	qrt
取笑	qux
任职	rfv
韧性	rfx
若是	rou
乳汁	ruv
入眼	ruy
私信	six
司仪	siy
散布	sjb
三维	sjw
索贿	soh
所幸	sox
算出	sri
算术	sru
俗世	suu
随即	svj
叨扰	tcr
抬高	tdg
特制	tev
剔除	tii
体制	tiv
体温	tiw
毯子	tjz
停播	tkb
跳高	tng
跳空	tnk
条约	tny
拖鞋	tox
童话	tsh
同城	tsi
通气	tsq
同事	tsu
腿部	tvb
退费	tvf
偷窥	tzk
